,course_code,destination_code,destination_flights
14386,LPY,Orly,40
14387,LQM,FLA,9
14388,LQM,PUU,8
14389,LQM,VGZ,4
14390,LRD,DFW,100
14391,LRD,IAH,82
14392,LRD,LAS,8
14393,LRE,BNE,29
14394,LRE,WIN,8
14395,LRE,BCI,0
14396,LRE,BKQ,0
14397,LRH,PIS,44
14398,LRH,STN,8
14399,LRH,NCE,0
14400,LRH,OPO,0
14401,LRH,BRS,0
14402,LRH,DUB,0
14403,LRH,LBA,0
14404,LRH,MRS,0
14405,LRH,SOU,0
14406,LRH,BHX,0
14407,LRH,CRL,0
14408,LRH,GVA,0
14409,LRH,LGW,0
14410,LRH,MAN,0
14411,LRM,FRA,24
14412,LRM,VKO,16
14413,LRM,YUL,12
14414,LRM,MUC,11
14415,LRM,YYZ,9
14416,LRM,Malpensa,9
14417,LRM,Fiumicino,5
14418,LRM,VRN,4
14419,LRM,YQB,4
14420,LRM,KZN,3
14421,LRM,LED,2
14422,LRM,SVX,2
14423,LRM,MBJ,0
14424,LRR,Sharjah,21
14425,LRR,DXB,13
14426,LRR,DOH,8
14427,LRR,KWI,4
14428,LRS,ATH,13
14429,LRS,JTY,8
14430,LRS,JKL,8
14431,LRT,CDG,58
14432,LRT,LYS,47
14433,LRT,TLS,11
14434,LRV,CCS,87
14435,LRV,VLN,8
14436,LRV,PMV,8
14437,LRV,MYC,4
14438,LSA,GUR,8
14439,LSC,SCL,288
14440,LSC,ANF,64
14441,LSC,CJC,38
14442,LSC,IQQ,33
14443,LSC,CCP,17
14444,LSC,ARI,16
14445,LSE,ORD,83
14446,LSE,MSP,58
14447,LSE,DTW,29
14448,LSH,HEH,96
14449,LSH,THL,93
14450,LSH,RGN,12
14451,LSH,MDL,8
14452,LSI,ABZ,102
14453,LSI,EDI,53
14454,LSI,GLA,29
14455,LSI,KOI,24
14456,LSI,BGO,0
14457,LSP,CCS,12
14458,LSP,MYC,4
14459,LST,MEL,343
14460,LST,SYD,83
14461,LST,BNE,30
14462,LST,CBI,8
14463,LST,HBA,8
14464,LST,PER,0
14465,LST,ADL,0
14466,LSW,KNO,42
14467,LSY,GFN,69
14468,LSY,SYD,18
14469,LTI,ULN,8
14470,LTK,Sharjah,4
14471,LTN,AMS,231
14472,LTN,GVA,177
14473,LTN,BCN,120
14474,LTN,OTP,110
14475,LTN,BUD,103
14476,LTN,BFS,98
14477,LTN,TLV,92
14478,LTN,WAW,89
14479,LTN,EDI,84
14480,LTN,DUB,82
14481,LTN,KRK,81
14482,LTN,CDG,80
14483,LTN,Keflavik,70
14484,LTN,LIS,67
14485,LTN,SOF,65
14486,LTN,GLA,65
14487,LTN,AGP,62
14488,LTN,ALC,55
14489,LTN,KUN,50
14490,LTN,KTW,49
14491,LTN,PRG,47
14492,LTN,VNO,45
14493,LTO,LAX,28
14494,LTO,TIJ,21
14495,LTO,HMO,8
14496,LTO,GYM,8
14497,LTO,LAP,8
14498,LTO,YYC,4
14499,LUA,KTM,88
14500,LUA,RHP,0
14501,LUD,ERS,13
14502,LUD,OMD,0
14503,LUH,DEL,21
14504,LUK,BKL,40
14505,LUK,MDW,20
14506,LUK,PDK,20
14507,LUK,CLT,16
14508,LUM,KMG,405
14509,LUM,CKG,48
14510,LUM,CSX,34
14511,LUM,RGN,32
14512,LUM,MDL,26
14513,LUM,LNJ,22
14514,LUM,PVG,17
14515,LUM,LJG,17
14516,LUM,CAN,16
14517,LUM,CTU,13
14518,LUM,SWA,12
14519,LUM,JJN,10
14520,LUM,PEK,0
14521,LUM,XIY,0
14522,LUN,NLA,149
14523,LUN,JNB,147
14524,LUN,HRE,96
14525,LUN,LLW,54
14526,LUN,NBO,50
14527,LUN,LVI,41
14528,LUN,SLI,29
14529,LUN,DXB,25
14530,LUN,KGL,20
14531,LUN,MFU,16
14532,LUN,ADD,16
14533,LUN,FBM,8
14534,LUN,WDH,8
14535,LUN,DUR,8
14536,LUN,KLB,5
14537,LUN,LAD,4
14538,LUN,MNS,4
14539,LUN,IST,4
14540,LUN,DAR,4
14541,LUN,RYL,0
14542,LUN,JEK,0
14543,LUO,LAD,13
14544,LUP,HNL,108
14545,LUP,MKK,108
14546,LUQ,AEP,29
14547,LUR,OTZ,8
14548,LUR,PHO,0
14549,LUV,AMQ,87
14550,LUV,TIM,13
14551,LUV,UPG,5
14552,LUV,DOB,0
14553,LUV,DRW,0
14554,LUW,UPG,128
14555,LUW,PLW,116
14556,LUW,MDC,58
14557,LUX,MUC,168
14558,LUX,LCY,142
14559,LUX,FRA,140
14560,LUX,CDG,116
14561,LUX,AMS,104
14562,LUX,Malpensa,102
14563,LUX,VIE,99
14564,LUX,ZRH,95
14565,LUX,LIS,90
14566,LUX,OPO,88
14567,LUX,LHR,82
14568,LUX,TXL,65
14569,LUX,GVA,64
14570,LUX,CPH,60
14571,LUX,Linate,49
14572,LUX,SCN,44
14573,LUX,NCE,43
14574,LUX,WAW,42
14575,LUX,MAD,40
14576,LUX,BCN,40
14577,LUX,Fiumicino,29
14578,LUX,IST,29
14579,LUZ,WAW,45
14580,LUZ,LTN,20
14581,LUZ,DUB,9
14582,LUZ,IEV,8
14583,LUZ,EIN,8
14584,LUZ,Torp,8
14585,LUZ,TLV,3
14586,LUZ,ANR,0
14587,LVI,JNB,49
14588,LVI,LUN,41
14589,LVI,MQP,24
14590,LVI,CPT,16
14591,LVI,NBO,16
14592,LVI,KLB,0
14593,LVI,JEK,0
14594,LVO,LNO,12
14595,LVO,PER,0
14596,LVP,SYZ,8
14597,LVP,THR,4
14598,LWB,ORD,29
14599,LWB,IAD,0
14600,LWE,KOE,29
14601,LWK,FIE,40
14602,LWK,FOA,24
14603,LWK,PSV,8
14604,LWN,VKO,29
14605,LWN,ATH,0
14606,LWN,FMM,0
14607,LWO,WAW,83
14608,LWO,KBP,58
14609,LWO,IST,41
14610,LWO,MSQ,29
14611,LWO,MUC,28
14612,LWO,Sabiha,20
14613,LWO,WMI,16
14614,LWO,WRO,16
14615,LWO,VIE,16
14616,LWO,HRG,13
14617,LWO,KRK,13
14618,LWO,KTW,12
14619,LWO,STN,12
14620,LWO,GDN,12
14621,LWO,Weeze,12
14622,LWO,LTN,9
14623,LWO,FMM,8
14624,LWO,HHN,8
14625,LWO,CPH,8
14626,LWO,LCA,8
14627,LWO,BTS,8
14628,LWO,DTM,8
14629,LWS,SLC,58
14630,LWY,MYY,158
14631,LWY,BKM,13
14632,LWY,BKI,8
14633,LWY,LMN,8
14634,LXA,CTU,339
14635,LXA,CKG,210
14636,LXA,XIY,146
14637,LXA,XNN,106
14638,LXA,CGO,57
14639,LXA,MIG,51
14640,LXA,KMG,43
14641,LXA,NGQ,34
14642,LXA,Changdu,32
14643,LXA,YBP,29
14644,LXA,HFE,29
14645,LXA,KWE,25
14646,LXA,PEK,25
14647,LXA,WUH,22
14648,LXA,LHW,20
14649,LXA,DIG,18
14650,LXA,DAX,17
14651,LXA,YUS,16
14652,LXA,GXH,16
14653,LXA,NAO,16
14654,LXA,CSX,13
14655,LXA,LJG,13
14656,LXG,VTE,87
14657,LXG,XKH,0
14658,LXR,CAI,292
14659,LXR,KWI,33
14660,LXR,JED,19
14661,LXR,IST,17
14662,LXR,HRG,9
14663,LXR,SSH,4
14664,LXR,BLQ,4
14665,LXR,LHR,4
14666,LXR,RMF,4
14667,LXR,ZNZ,4
14668,LXR,FRA,4
14669,LXR,ASW,2
14670,LXR,Malpensa,1
14671,LXR,MAD,0
14672,LXR,CDG,0
14673,LXR,VRN,0
14674,LXR,BRU,0
14675,LXS,ATH,53
14676,LXS,Icaria,13
14677,LXS,SKG,13
14678,LXS,Lesbos,8
14679,LYA,SHA,43
14680,LYA,PKX,32
14681,LYA,CAN,29
14682,LYA,SZX,28
14683,LYA,KMG,27
14684,LYA,CKG,25
14685,LYA,FOC,16
14686,LYA,LHW,16
14687,LYA,SHE,16
14688,LYA,HAK,16
14689,LYA,DLC,16
14690,LYA,HGH,15
14691,LYA,NNG,15
14692,LYA,XNN,14
14693,LYA,HET,14
14694,LYA,ZUH,14
14695,LYA,DSN,14
14696,LYA,CTU,13
14697,LYA,SYX,13
14698,LYA,TAO,13
14699,LYA,NGB,12
14700,LYA,URC,12
14701,LYB,CYB,92
14702,LYB,GCM,89
14703,LYC,Arlanda,44
14704,LYC,VHM,44
14705,LYG,DLC,58
14706,LYG,CSX,42
14707,LYG,SHE,38
14708,LYG,PVG,29
14709,LYG,SZX,29
14710,LYG,SHA,29
14711,LYG,CAN,29
14712,LYG,NKG,28
14713,LYG,CGQ,28
14714,LYG,HET,28
14715,LYG,HRB,27
14716,LYG,XMN,27
14717,LYG,CTU,25
14718,LYG,PKX,23
14719,LYG,LHW,21
14720,LYG,FOC,19
14721,LYG,KWE,16
14722,LYG,DSN,15
14723,LYG,NGB,15
14724,LYG,HAK,13
14725,LYG,XIY,13
14726,LYG,HSN,12
14727,LYH,CLT,191
14728,LYI,DLC,87
14729,LYI,CKG,58
14730,LYI,PVG,58
14731,LYI,HGH,58
14732,LYI,PKX,47
14733,LYI,CGQ,31
14734,LYI,CAN,30
14735,LYI,SHA,29
14736,LYI,CTU,29
14737,LYI,SZX,29
14738,LYI,TYN,29
14739,LYI,YNT,29
14740,LYI,KMG,29
14741,LYI,TSN,27
14742,LYI,FOC,27
14743,LYI,KHN,26
14744,LYI,KWL,25
14745,LYI,HRB,16
14746,LYI,XIY,16
14747,LYI,LHW,16
14748,LYI,NGB,16
14749,LYI,SHE,16
14750,LYP,KHI,58
14751,LYP,DXB,37
14752,LYP,Sharjah,29
14753,LYP,DOH,20
14754,LYP,BAH,13
14755,LYP,JED,0
14756,LYP,MED,0
14757,LYR,OSL,30
14758,LYR,TOS,12
14759,LYS,BOD,225
14760,LYS,NTE,203
14761,LYS,TLS,158
14762,LYS,CDG,144
14763,LYS,BRU,138
14764,LYS,FRA,112
14765,LYS,AMS,108
14766,LYS,MUC,108
14767,LYS,MAD,101
14768,LYS,LIS,98
14769,LYS,LHR,88
14770,LYS,RNS,86
14771,LYS,BES,86
14772,LYS,Orly,85
14773,LYS,CFR,72
14774,LYS,BIQ,69
14775,LYS,LGW,69
14776,LYS,DUS,69
14777,LYS,Pyrenees,68
14778,LYS,TUN,67
14779,LYS,SXB,65
14780,LYS,NCE,65
14781,LZC,MEX,67
14782,LZH,HAK,57
14783,LZH,HGH,37
14784,LZH,SHA,29
14785,LZH,WNZ,29
14786,LZH,SZX,29
14787,LZH,CKG,29
14788,LZH,XMN,29
14789,LZH,XIY,28
14790,LZH,PEK,28
14791,LZH,FOC,25
14792,LZH,NKG,24
14793,LZH,SYX,20
14794,LZH,WUH,20
14795,LZH,JJN,14
14796,LZH,KMG,14
14797,LZH,CTU,6
14798,LZH,SWA,6
14799,LZH,ZHA,4
14800,LZH,PVG,4
14801,LZN,TSA,135
14802,LZN,RMQ,28
14803,LZO,KMG,58
14804,LZO,CGO,53
14805,LZO,CAN,45
14806,LZO,SZX,36
14807,LZO,ZUH,31
14808,LZO,SYX,30
14809,LZO,NNG,29
14810,LZO,PVG,29
14811,LZO,NGB,29
14812,LZO,PEK,29
14813,LZO,HAK,28
14814,LZO,WNZ,26
14815,LZO,HGH,23
14816,LZO,CSX,18
14817,LZO,KWL,17
14818,LZO,TAO,17
14819,LZO,URC,16
14820,LZO,LHW,16
14821,LZO,KWE,16
14822,LZO,SJW,16
14823,LZO,TSN,15
14824,LZO,XMN,13
14825,LZY,CTU,95
14826,LZY,XIY,51
14827,LZY,CKG,46
14828,LZY,XIC,29
14829,LZY,LHW,21
14830,LZY,CAN,8
14831,LZY,SZX,0
14832,MAA,DEL,724
14833,MAA,BOM,641
14834,MAA,BLR,495
14835,MAA,HYD,469
14836,MAA,CCU,396
14837,MAA,CJB,378
14838,MAA,IXM,351
14839,MAA,CMB,239
14840,MAA,TRZ,203
14841,MAA,SIN,186
14842,MAA,AMD,182
14843,MAA,KUL,174
14844,MAA,PNQ,173
14845,MAA,COK,172
14846,MAA,IXZ,169
14847,MAA,DXB,157
14848,MAA,VTZ,141
14849,MAA,TCR,137
14850,MAA,GOI,128
14851,MAA,TRV,124
14852,MAA,MCT,86
14853,MAA,GAU,78
14854,MAB,BSB,53
14855,MAB,BEL,49
14856,MAD,BCN,790
14857,MAD,LIS,466
14858,MAD,PMI,451
14859,MAD,LHR,380
14860,MAD,OPO,357
14861,MAD,Orly,310
14862,MAD,Las Palmas,300
14863,MAD,Fiumicino,300
14864,MAD,BIO,287
14865,MAD,FRA,272
14866,MAD,Los Rodeos,271
14867,MAD,CDG,269
14868,MAD,BRU,268
14869,MAD,AMS,252
14870,MAD,MUC,243
14871,MAD,LCG,241
14872,MAD,SVQ,233
14873,MAD,LGW,232
14874,MAD,OVD,229
14875,MAD,VGO,229
14876,MAD,ZRH,218
14877,MAD,Malpensa,185
14878,MAF,DFW,191
14879,MAF,IAH,191
14880,MAF,DAL,131
14881,MAF,DEN,107
14882,MAF,HOU,97
14883,MAF,LAS,33
14884,MAF,PHX,29
14885,MAG,POM,45
14886,MAG,LAE,40
14887,MAG,WWK,40
14888,MAG,MAS,3
14889,MAG,CNS,0
14890,MAH,PMI,221
14891,MAH,BCN,126
14892,MAH,MAD,58
14893,MAH,VLC,16
14894,MAH,LGW,9
14895,MAH,BIO,5
14896,MAH,AGP,4
14897,MAH,VLL,3
14898,MAH,OVD,3
14899,MAH,SCQ,3
14900,MAH,LEN,2
14901,MAH,BJZ,2
14902,MAH,DUB,0
14903,MAH,Orly,0
14904,MAH,EDI,0
14905,MAH,LIL,0
14906,MAH,MRS,0
14907,MAH,ILD,0
14908,MAH,GVA,0
14909,MAH,SDR,0
14910,MAH,AMS,0
14911,MAH,Linate,0
14912,MAJ,KWA,17
14913,MAJ,HNL,16
14914,MAJ,TRW,12
14915,MAJ,PNI,8
14916,MAJ,INU,5
14917,MAJ,KIO,4
14918,MAJ,NDK,0
14919,MAM,MEX,29
14920,MAN,AMS,347
14921,MAN,DUB,306
14922,MAN,CDG,247
14923,MAN,LHR,183
14924,MAN,BHD,182
14925,MAN,DUS,176
14926,MAN,SOU,141
14927,MAN,FRA,136
14928,MAN,Reine Sofia,130
14929,MAN,ABZ,123
14930,MAN,MUC,123
14931,MAN,ALC,113
14932,MAN,IOM,111
14933,MAN,BFS,110
14934,MAN,GVA,99
14935,MAN,BCN,99
14936,MAN,CPH,96
14937,MAN,BRU,93
14938,MAN,PRG,88
14939,MAN,DOH,87
14940,MAN,DXB,86
14941,MAN,AGP,77
14942,MAO,GRU,184
14943,MAO,BSB,137
14944,MAO,PVH,77
14945,MAO,FOR,75
14946,MAO,BEL,74
14947,MAO,VCP,53
14948,MAO,PIN,52
14949,MAO,STM,51
14950,MAO,GIG,40
14951,MAO,BVB,35
14952,MAO,MIA,29
14953,MAO,REC,27
14954,MAO,TFF,25
14955,MAO,TBT,23
14956,MAO,PTY,16
14957,MAO,CAF,13
14958,MAO,SJL,12
14959,MAO,RBR,11
14960,MAO,CIZ,8
14961,MAO,MCO,5
14962,MAO,CCS,4
14963,MAO,LBR,4
14964,MAQ,Don Muang,116
14965,MAR,CCS,119
14966,MAR,PTY,38
14967,MAR,VLN,9
14968,MAR,BOG,9
14969,MAR,MUN,4
14970,MAR,PMV,4
14971,MAS,KVG,12
14972,MAS,POM,5
14973,MAS,LAE,4
14974,MAS,WWK,4
14975,MAS,MAG,3
14976,MAU,RFP,16
14977,MAU,PPT,14
14978,MAU,BOB,5
14979,MAZ,SJU,116
14980,MBA,NBO,491
14981,MBA,UKA,58
14982,MBA,ASV,58
14983,MBA,LAU,58
14984,MBA,MYD,58
14985,MBA,WIL,58
14986,MBA,ADD,46
14987,MBA,ZNZ,42
14988,MBA,Mara Serena,29
14989,MBA,Keekorok,29
14990,MBA,Kichwa Tembo,29
14991,MBA,Olkiombo,29
14992,MBA,MDR,29
14993,MBA,Mara North,29
14994,MBA,OSJ,29
14995,MBA,IST,28
14996,MBA,Malpensa,25
14997,MBA,JRO,24
14998,MBA,DOH,21
14999,MBA,Fiumicino,8
15000,MBA,AMS,4
15001,MBA,FRA,4
15002,MBE,HND,29
15003,MBI,DAR,46
15004,MBJ,JFK,139
15005,MBJ,YYZ,136
15006,MBJ,ATL,111
15007,MBJ,FLL,108
15008,MBJ,CLT,104
15009,MBJ,MIA,87
15010,MBJ,BWI,83
15011,MBJ,KIN,69
15012,MBJ,PHL,66
15013,MBJ,MSP,64
15014,MBJ,ORD,64
15015,MBJ,EWR,58
15016,MBJ,MCO,46
15017,MBJ,DTW,46
15018,MBJ,YUL,38
15019,MBJ,DFW,25
15020,MBJ,PTY,22
15021,MBJ,BOS,20
15022,MBJ,FRA,17
15023,MBJ,YHM,14
15024,MBJ,LIM,12
15025,MBJ,LGW,12
15026,MBL,MDW,24
15027,MBQ,EBB,28
15028,MBQ,KHX,28
15029,MBQ,KSE,0
15030,MBS,DTW,131
15031,MBS,ORD,82
15032,MBS,MSP,23
15033,MBT,MNL,29
15034,MBZ,MAO,11
15035,MBZ,PIN,0
15036,MCE,LAX,87
15037,MCE,SMF,41
15038,MCG,ANC,12
15039,MCI,ORD,315
15040,MCI,DEN,283
15041,MCI,ATL,263
15042,MCI,DFW,203
15043,MCI,DAL,192
15044,MCI,MSP,187
15045,MCI,MDW,180
15046,MCI,PHX,167
15047,MCI,LGA,151
15048,MCI,IAH,139
15049,MCI,DCA,126
15050,MCI,LAS,124
15051,MCI,MCO,121
15052,MCI,DTW,116
15053,MCI,CLT,112
15054,MCI,EWR,105
15055,MCI,LAX,100
15056,MCI,SEA,83
15057,MCI,STL,83
15058,MCI,HOU,78
15059,MCI,SLC,74
15060,MCI,FLL,66
15061,MCK,DEN,58
15062,MCM,NCE,1158
15063,MCN,BWI,50
15064,MCO,ATL,781
15065,MCO,EWR,638
15066,MCO,ORD,448
15067,MCO,PHL,441
15068,MCO,BOS,438
15069,MCO,BWI,421
15070,MCO,CLT,399
15071,MCO,SJU,397
15072,MCO,JFK,360
15073,MCO,DFW,348
15074,MCO,LGA,342
15075,MCO,DTW,331
15076,MCO,DEN,324
15077,MCO,DCA,313
15078,MCO,MSP,302
15079,MCO,IAH,288
15080,MCO,LAX,242
15081,MCO,BDL,241
15082,MCO,YYZ,234
15083,MCO,RDU,228
15084,MCO,BNA,221
15085,MCO,MDW,208
15086,MCP,BEL,121
15087,MCP,BSB,42
15088,MCP,REC,4
15089,MCT,DXB,480
15090,MCT,DOH,431
15091,MCT,SLL,261
15092,MCT,BAH,202
15093,MCT,JED,162
15094,MCT,AUH,147
15095,MCT,BOM,144
15096,MCT,DMM,124
15097,MCT,KWI,117
15098,MCT,CCJ,116
15099,MCT,RUH,113
15100,MCT,Sharjah,103
15101,MCT,COK,100
15102,MCT,CGP,96
15103,MCT,HYD,94
15104,MCT,DEL,87
15105,MCT,MAA,86
15106,MCT,CMB,81
15107,MCT,LHR,75
15108,MCT,IST,69
15109,MCT,BKK,67
15110,MCT,KHI,66
15111,MCV,DRW,24
15112,MCW,MSP,49
15113,MCW,ORD,49
15114,MCW,BRL,20
15115,MCW,FOD,20
15116,MCX,VKO,145
15117,MCX,DME,55
15118,MCX,SVO,54
15119,MCX,LED,29
15120,MCX,SGC,20
15121,MCX,ROV,17
15122,MCX,KRR,12
15123,MCX,MRV,9
15124,MCX,DXB,8
15125,MCX,SCO,4
15126,MCX,IST,3
15127,MCX,JED,2
15128,MCY,SYD,167
15129,MCY,MEL,118
15130,MCY,ADL,13
15131,MCY,EMD,8
15132,MCY,BNE,8
15133,MCY,AKL,0
15134,MCZ,GRU,242
15135,MCZ,REC,121
15136,MCZ,BSB,94
15137,MCZ,GIG,58
15138,MCZ,CGH,37
15139,MCZ,VCP,30
15140,MCZ,SSA,22
15141,MCZ,CNF,8
15142,MCZ,EZE,5
15143,MCZ,UDI,1
15144,MCZ,LIS,0
15145,MCZ,RAO,0
15146,MCZ,JPA,0
15147,MDC,CGK,290
15148,MDC,TTE,125
15149,MDC,SOQ,87
15150,MDC,UPG,87
15151,MDC,GTO,58
15152,MDC,SUB,56
15153,MDC,LUW,29
15154,MDC,NAH,29
15155,MDC,BPN,29
15156,MDC,DPS,29
15157,MDC,GLX,25
15158,MDC,MNA,25
15159,MDC,SIN,17
15160,MDC,KAZ,16
15161,MDC,AMQ,16
15162,MDC,OTI,12
15163,MDC,DVO,8
15164,MDC,PVG,0
15165,MDC,TSN,0
15166,MDC,XIY,0
15167,MDC,NKG,0
15168,MDC,CAN,0
15169,MDE,BOG,1283
15170,MDE,CTG,229
15171,MDE,CLO,213
15172,MDE,PTY,156
15173,MDE,SMR,141
15174,MDE,BAQ,127
15175,MDE,MIA,117
15176,MDE,ADZ,99
15177,MDE,MTR,75
15178,MDE,MEX,58
15179,MDE,LIM,49
15180,MDE,FLL,48
15181,MDE,MAD,36
15182,MDE,CUN,29
15183,MDE,JFK,29
15184,MDE,CUC,29
15185,MDE,BGA,29
15186,MDE,PEI,16
15187,MDE,LET,8
15188,MDE,MCO,8
15189,MDE,AUA,8
15190,MDE,CCS,8
15191,MDG,DLC,118
15192,MDG,YNT,65
15193,MDG,TAO,57
15194,MDG,PEK,50
15195,MDG,ICN,34
15196,MDG,SHE,12
15197,MDG,PKX,8
15198,MDG,YSQ,8
15199,MDG,TSN,5
15200,MDK,FIH,30
15201,MDL,RGN,390
15202,MDL,HEH,184
15203,MDL,MYT,144
15204,MDL,NYU,118
15205,MDL,BKK,74
15206,MDL,KMG,58
15207,MDL,KMV,55
15208,MDL,THL,46
15209,MDL,Don Muang,29
15210,MDL,KET,29
15211,MDL,KHM,26
15212,MDL,LUM,26
15213,MDL,NYT,18
15214,MDL,NKG,17
15215,MDL,Banmaw,16
15216,MDL,CNX,16
15217,MDL,NGB,14
15218,MDL,HGH,14
15219,MDL,JJN,13
15220,MDL,HOX,13
15221,MDL,TSN,13
15222,MDL,KWE,12
15223,MDQ,AEP,107
15224,MDQ,EZE,29
15225,MDQ,COR,29
15226,MDQ,BHI,25
15227,MDQ,TUC,21
15228,MDQ,MDZ,17
15229,MDQ,ROS,12
15230,MDR,WIL,319
15231,MDR,UKA,58
15232,MDR,ASV,58
15233,MDR,MYD,58
15234,MDR,KIS,29
15235,MDR,MBA,29
15236,MDR,LAU,29
15237,MDR,NYK,0
15238,MDR,LOY,0
15239,MDR,UAS,0
15240,MDT,ORD,209
15241,MDT,CLT,172
15242,MDT,PHL,151
15243,MDT,IAD,100
15244,MDT,ATL,80
15245,MDT,DTW,79
15246,MDT,DFW,29
15247,MDT,SFB,29
15248,MDT,BOS,27
15249,MDT,MCO,17
15250,MDT,PIE,15
15251,MDT,PGD,14
15252,MDT,SRQ,8
15253,MDT,BNA,5
15254,MDT,MYR,0
15255,MDU,MXH,5
15256,MDW,MSP,310
15257,MDW,ATL,299
15258,MDW,DAL,217
15259,MDW,DEN,211
15260,MDW,MCO,207
15261,MDW,LAS,188
15262,MDW,DTW,182
15263,MDW,PHX,171
15264,MDW,DCA,170
15265,MDW,HOU,164
15266,MDW,STL,162
15267,MDW,MCI,161
15268,MDW,BNA,155
15269,MDW,LGA,151
15270,MDW,FLL,146
15271,MDW,BWI,137
15272,MDW,LAX,130
15273,MDW,TPA,118
15274,MDW,CMH,111
15275,MDW,PHL,108
15276,MDW,RSW,105
15277,MDW,PIT,102
15278,MDZ,AEP,248
15279,MDZ,EZE,87
15280,MDZ,SCL,70
15281,MDZ,COR,58
15282,MDZ,EPA,56
15283,MDZ,CRD,29
15284,MDZ,NQN,29
15285,MDZ,GRU,24
15286,MDZ,SLA,21
15287,MDZ,PTY,17
15288,MDZ,LIM,17
15289,MDZ,MDQ,17
15290,MDZ,ROS,11
15291,MDZ,BRC,9
15292,MDZ,IGR,8
15293,MEA,GIG,41
15294,MEA,CAW,19
15295,MEB,WOL,40
15296,MEB,OAG,16
15297,MEB,DBO,4
15298,MEB,FLS,0
15299,MEC,UIO,109
15300,MED,RUH,391
15301,MED,JED,366
15302,MED,CAI,231
15303,MED,DMM,143
15304,MED,DXB,95
15305,MED,IST,84
15306,MED,Sharjah,58
15307,MED,AUH,54
15308,MED,HBE,51
15309,MED,MCT,46
15310,MED,AMM,42
15311,MED,CGK,41
15312,MED,KUL,39
15313,MED,TUU,29
15314,MED,BAH,29
15315,MED,Sabiha,28
15316,MED,KWI,25
15317,MED,AHB,24
15318,MED,KHI,22
15319,MED,ESB,20
15320,MED,LHE,20
15321,MED,ISB,17
15322,MEE,GEA,78
15323,MEE,LIF,24
15324,MEE,TGJ,4
15325,MEH,HVG,44
15326,MEH,VDS,25
15327,MEH,BVG,20
15328,MEH,BJF,0
15329,MEH,HFT,0
15330,MEI,ORD,29
15331,MEI,DFW,29
15332,MEL,SYD,2351
15333,MEL,BNE,929
15334,MEL,ADL,707
15335,MEL,HBA,469
15336,MEL,CBR,460
15337,MEL,PER,440
15338,MEL,OOL,402
15339,MEL,LST,342
15340,MEL,AKL,296
15341,MEL,SIN,257
15342,MEL,MQL,187
15343,MEL,CNS,155
15344,MEL,DPS,134
15345,MEL,CHC,119
15346,MEL,MCY,118
15347,MEL,HKG,115
15348,MEL,NTL,114
15349,MEL,BWT,107
15350,MEL,DPO,107
15351,MEL,LAX,75
15352,MEL,WLG,74
15353,MEL,MGB,73
15354,MEM,ATL,258
15355,MEM,DFW,208
15356,MEM,ORD,189
15357,MEM,CLT,167
15358,MEM,IAH,136
15359,MEM,LGA,118
15360,MEM,DEN,96
15361,MEM,EWR,93
15362,MEM,DCA,82
15363,MEM,DTW,77
15364,MEM,MSP,72
15365,MEM,BNA,68
15366,MEM,MIA,58
15367,MEM,PHX,58
15368,MEM,MCO,54
15369,MEM,DAL,53
15370,MEM,MDW,49
15371,MEM,PHL,42
15372,MEM,HOU,41
15373,MEM,TPA,33
15374,MEM,LAX,31
15375,MEM,HRO,29
15376,MEQ,KNO,29
15377,MEU,GGF,11
15378,MEU,BEL,0
15379,MEX,MTY,1224
15380,MEX,GDL,1201
15381,MEX,CUN,1150
15382,MEX,MID,575
15383,MEX,TIJ,553
15384,MEX,OAX,387
15385,MEX,PVR,373
15386,MEX,VER,363
15387,MEX,TGZ,309
15388,MEX,ACA,309
15389,MEX,BJX,308
15390,MEX,VSA,302
15391,MEX,IAH,300
15392,MEX,HMO,272
15393,MEX,LAX,270
15394,MEX,CUU,263
15395,MEX,BOG,261
15396,MEX,SJD,248
15397,MEX,CUL,244
15398,MEX,MIA,240
15399,MEX,DFW,232
15400,MEX,CJS,222
15401,MFA,DAR,87
15402,MFA,KIY,29
15403,MFE,IAH,198
15404,MFE,DFW,193
15405,MFE,LAS,28
15406,MFE,MEX,20
15407,MFE,AZA,8
15408,MFE,SFB,0
15409,MFE,LAX,0
15410,MFK,TSA,61
15411,MFM,TPE,372
15412,MFM,ICN,219
15413,MFM,KHH,125
15414,MFM,PVG,115
15415,MFM,Don Muang,112
15416,MFM,HGH,104
15417,MFM,PEK,102
15418,MFM,MNL,100
15419,MFM,SHA,93
15420,MFM,DAD,82
15421,MFM,KUL,66
15422,MFM,NKG,63
15423,MFM,HAN,58
15424,MFM,RMQ,58
15425,MFM,BKK,57
15426,MFM,NGB,53
15427,MFM,SWA,51
15428,MFM,CTU,51
15429,MFM,NRT,50
15430,MFM,XMN,50
15431,MFM,KIX,49
15432,MFM,PNH,41
15433,MFR,SEA,161
15434,MFR,PDX,132
15435,MFR,SFO,115
15436,MFR,LAX,87
15437,MFR,DEN,58
15438,MFR,SLC,54
15439,MFR,PHX,29
15440,MFR,LAS,9
15441,MFR,AZA,0
15442,MFU,LUN,16
15443,MFU,JEK,0
15444,MGA,MIA,87
15445,MGA,PTY,87
15446,MGA,SAL,85
15447,MGA,PUZ,70
15448,MGA,BEF,58
15449,MGA,GUA,48
