,course_code,destination_code,destination_flights
0,AAA,PPT,6
1,AAA,MKP,0
2,AAA,RRR,0
3,AAA,FAC,0
4,AAK,TRW,12
5,AAK,KUC,0
6,AAL,CPH,389
7,AAL,AMS,87
8,AAL,OSL,36
9,AAL,STN,12
10,AAL,AGP,12
11,AAL,BCN,5
12,AAL,SCR,4
13,AAL,Las Palmas,4
14,AAL,FAE,0
15,AAL,AYT,0
16,AAL,RNN,0
17,AAL,PMI,0
18,AAN,KWI,12
19,AAN,CCJ,8
20,AAN,PEW,8
21,AAN,AMM,0
22,AAP,CGK,154
23,AAP,SUB,116
24,AAP,JOG,83
25,AAP,BEJ,41
26,AAP,GHS,29
27,AAP,DPS,29
28,AAP,TRK,29
29,AAP,YIA,29
30,AAP,BDJ,29
31,AAP,HLP,29
32,AAP,UPG,29
33,AAP,TJS,13
34,AAQ,DME,91
35,AAQ,SVO,87
36,AAQ,SGC,0
37,AAQ,UFA,0
38,AAQ,LED,0
39,AAQ,CEE,0
40,AAQ,KJA,0
41,AAQ,OVB,0
42,AAQ,SCW,0
43,AAQ,TJM,0
44,AAQ,VKO,0
45,AAQ,KUF,0
46,AAQ,HMA,0
47,AAQ,NJC,0
48,AAQ,PES,0
49,AAR,CPH,150
50,AAR,OSL,44
51,AAR,Bromma,31
52,AAR,Arlanda,24
53,AAR,STN,20
54,AAR,MUC,13
55,AAR,GDN,8
56,AAR,LGW,8
57,AAR,PMI,0
58,AAR,Crete,0
59,AAR,SPU,0
60,AAR,ZAD,0
61,AAR,RNN,0
62,AAR,ALC,0
63,AAR,AGP,0
64,AAR,NCE,0
65,AAT,URC,109
66,AAT,XIY,39
67,AAT,KJI,27
68,AAT,BPL,16
69,AAT,CGO,16
70,AAT,KRL,13
71,AAT,YIN,13
72,AAT,TCG,12
73,AAT,KRY,11
74,AAX,CNF,8
75,AAX,UBA,0
76,ABA,DME,21
77,ABA,KJA,21
78,ABA,SVO,21
79,ABA,OVB,20
80,ABA,KYZ,12
81,ABA,NSK,5
82,ABB,LOS,96
83,ABB,ABV,78
84,ABD,THR,58
85,ABD,SYZ,42
86,ABD,MHD,40
87,ABD,IFN,29
88,ABD,BND,4
89,ABE,ORD,87
90,ABE,PHL,85
91,ABE,CLT,85
92,ABE,DTW,81
93,ABE,ATL,70
94,ABE,SFB,54
95,ABE,PIE,18
96,ABE,PGD,15
97,ABE,FLL,7
98,ABE,SAV,5
99,ABE,SRQ,5
100,ABE,BNA,5
101,ABE,MDW,0
102,ABE,MYR,0
103,ABF,TRW,12
104,ABF,MZK,4
105,ABI,DFW,158
106,ABJ,ACC,75
107,ABJ,DSS,59
108,ABJ,CDG,47
109,ABJ,COO,44
110,ABJ,OUA,42
111,ABJ,BKO,42
112,ABJ,CMN,39
113,ABJ,CKY,37
114,ABJ,IST,29
115,ABJ,LFW,28
116,ABJ,ADD,25
117,ABJ,Orly,19
118,ABJ,NBO,17
119,ABJ,LIS,16
120,ABJ,TUN,13
121,ABJ,ALG,12
122,ABJ,BRU,12
123,ABJ,JFK,9
124,ABJ,BOY,8
125,ABJ,LOS,8
126,ABJ,NIM,4
127,ABJ,BEY,0
128,ABK,JIJ,5
129,ABL,OTZ,54
130,ABL,SHG,54
131,ABL,OBU,0
132,ABM,CNS,30
133,ABQ,PHX,294
134,ABQ,DEN,203
135,ABQ,LAX,197
136,ABQ,DFW,193
137,ABQ,DAL,131
138,ABQ,IAH,117
139,ABQ,LAS,115
140,ABQ,ORD,81
141,ABQ,SLC,79
142,ABQ,HOU,78
143,ABQ,SVC,70
144,ABQ,CNM,58
145,ABQ,SFO,58
146,ABQ,ATL,50
147,ABQ,OAK,44
148,ABQ,AUS,38
149,ABQ,SAN,38
150,ABQ,MDW,29
151,ABQ,PDX,29
152,ABQ,BWI,29
153,ABQ,SEA,27
154,ABQ,MCI,20
155,ABR,MSP,58
156,ABS,ASW,83
157,ABT,RUH,78
158,ABT,JED,50
159,ABT,DMM,21
160,ABU,KOE,87
161,ABV,LOS,895
162,ABV,PHC,218
163,ABV,KAN,107
164,ABV,YOL,106
165,ABV,QUO,103
166,ABV,ABB,83
167,ABV,QOW,82
168,ABV,ACC,78
169,ABV,QRW,58
170,ABV,MIU,49
171,ABV,IBA,45
172,ABV,ILR,45
173,ABV,BNI,41
174,ABV,SKO,40
175,ABV,LHR,29
176,ABV,CBQ,29
177,ABV,DXB,29
178,ABV,IST,29
179,ABV,ADD,28
180,ABV,LFW,26
181,ABV,AKR,24
182,ABV,CAI,24
183,ABX,SYD,233
184,ABX,MEL,49
185,ABX,WGA,0
186,ABY,ATL,80
187,ABZ,LHR,265
188,ABZ,MAN,123
189,ABZ,AMS,116
190,ABZ,SVG,105
191,ABZ,LSI,102
192,ABZ,NCL,90
193,ABZ,KOI,77
194,ABZ,BHX,70
195,ABZ,Tees Valley,59
196,ABZ,NWI,58
197,ABZ,CDG,58
198,ABZ,HUY,55
199,ABZ,Southend,47
200,ABZ,BGO,44
201,ABZ,DUB,26
202,ABZ,BRS,24
203,ABZ,EBJ,24
204,ABZ,CPH,23
205,ABZ,LTN,22
206,ABZ,OSL,19
207,ABZ,WIC,19
208,ABZ,BHD,19
209,ACA,MEX,310
210,ACA,TLC,50
211,ACA,IAH,32
212,ACA,TIJ,29
213,ACA,GDL,24
214,ACA,QRO,16
215,ACA,CUN,13
216,ACA,MTY,9
217,ACA,DFW,9
218,ACA,YUL,8
219,ACA,YYZ,4
220,ACC,KMS,415
221,ACC,LOS,254
222,ACC,TML,188
223,ACC,TKD,92
224,ACC,ABJ,75
225,ACC,ROB,70
226,ACC,ABV,61
227,ACC,LFW,49
228,ACC,FNA,42
229,ACC,JNB,39
230,ACC,ADD,29
231,ACC,NBO,29
232,ACC,DXB,29
233,ACC,AMS,29
234,ACC,IST,29
235,ACC,LHR,29
236,ACC,OUA,28
237,ACC,IAD,27
238,ACC,BRU,25
239,ACC,LIS,25
240,ACC,CAI,21
241,ACC,JFK,17
242,ACE,Las Palmas,509
243,ACE,Los Rodeos,286
244,ACE,MAD,87
245,ACE,MAN,77
246,ACE,LGW,71
247,ACE,DUB,59
248,ACE,STN,49
249,ACE,BHX,40
250,ACE,BCN,38
251,ACE,EMA,37
252,ACE,DUS,33
253,ACE,AMS,31
254,ACE,BRS,25
255,ACE,BIO,23
256,ACE,GLA,22
257,ACE,NCL,22
258,ACE,ORK,22
259,ACE,LBA,21
260,ACE,LPL,20
261,ACE,EDI,20
262,ACE,BFS,20
263,ACE,STR,19
264,ACH,VIE,59
265,ACH,PUY,0
266,ACI,GCI,98
267,ACI,SOU,54
268,ACK,HYA,209
269,ACK,BOS,197
270,ACK,MVY,33
271,ACK,EWB,25
272,ACK,DXR,4
273,ACK,LGA,0
274,ACK,TEB,0
275,ACK,DCA,0
276,ACK,HPN,0
277,ACK,JFK,0
278,ACK,PHL,0
279,ACK,CLT,0
280,ACK,EWR,0
281,ACT,DFW,128
282,ACV,SFO,86
283,ACV,LAX,58
284,ACV,DEN,30
285,ACX,KWE,205
286,ACX,CTU,39
287,ACX,PKX,29
288,ACX,CKG,29
289,ACX,CSX,21
290,ACX,NGB,17
291,ACX,KMG,16
292,ACX,SZX,16
293,ACX,BFJ,16
294,ACX,CAN,13
295,ACX,ZYI,13
296,ACX,JJN,13
297,ACX,NKG,13
298,ACX,PVG,12
299,ACX,XIY,12
300,ACX,SYX,12
301,ACX,XMN,12
302,ACX,WMT,11
303,ACX,JHG,8
304,ACX,CGO,8
305,ACX,WUH,6
306,ACY,FLL,83
307,ACY,MCO,68
308,ACY,RSW,54
309,ACY,TPA,29
310,ACY,PBI,29
311,ACY,MYR,25
312,ACY,ATL,0
313,ACZ,THR,9
314,ACZ,KER,5
315,ACZ,MHD,5
316,ACZ,IHR,5
317,ADA,Sabiha,345
318,ADA,IST,270
319,ADA,ADB,150
320,ADA,ECN,129
321,ADA,AYT,109
322,ADA,ESB,75
323,ADA,VAN,29
324,ADA,TZX,29
325,ADA,IKA,15
326,ADA,BEY,13
327,ADA,DOH,13
328,ADA,DUS,13
329,ADA,BJV,8
330,ADA,FRA,5
331,ADA,STR,4
332,ADA,HAJ,4
333,ADA,HAM,0
334,ADA,CGN,0
335,ADA,MUC,0
336,ADA,VIE,0
337,ADA,TXL,0
338,ADA,BRU,0
339,ADB,Sabiha,731
340,ADB,IST,500
341,ADB,ESB,240
342,ADB,ADA,150
343,ADB,AYT,113
344,ADB,ECN,99
345,ADB,DIY,58
346,ADB,GZT,58
347,ADB,TZX,43
348,ADB,DUS,42
349,ADB,MUC,38
350,ADB,ASR,37
351,ADB,VAN,37
352,ADB,SZF,33
353,ADB,FRA,30
354,ADB,KBP,24
355,ADB,STR,22
356,ADB,GNY,21
357,ADB,TXL,21
358,ADB,MQM,20
359,ADB,ERZ,17
360,ADB,IKA,16
361,ADD,MQX,274
362,ADD,BJR,249
363,ADD,DIR,232
364,ADD,NBO,183
365,ADD,DXB,128
366,ADD,JIJ,124
367,ADD,EBB,116
368,ADD,GDQ,116
369,ADD,ASM,111
370,ADD,KRT,99
371,ADD,AXU,87
372,ADD,AWA,82
373,ADD,JUB,75
374,ADD,JNB,75
375,ADD,JED,74
376,ADD,JIM,66
377,ADD,DUB,66
378,ADD,HGA,58
379,ADD,SHC,58
380,ADD,BEY,58
381,ADD,ASO,58
382,ADD,IST,58
383,ADE,JIB,25
384,ADE,KRT,9
385,ADF,IST,29
386,ADF,ESB,21
387,ADF,Sabiha,12
388,ADH,GYG,8
389,ADK,ANC,9
390,ADL,MEL,707
391,ADL,SYD,515
392,ADL,PLO,281
393,ADL,BNE,248
394,ADL,PER,198
395,ADL,WYA,153
396,ADL,KGC,92
397,ADL,OLP,81
398,ADL,MGB,73
399,ADL,CBR,70
400,ADL,DPS,58
401,ADL,OOL,55
402,ADL,ASP,49
403,ADL,CED,41
404,ADL,BHQ,38
405,ADL,DRW,36
406,ADL,DOH,29
407,ADL,SIN,29
408,ADL,DXB,28
409,ADL,MQL,24
410,ADL,KUL,21
411,ADL,MOO,20
412,ADQ,ANC,135
413,ADQ,OLH,54
414,ADQ,KLN,54
415,ADQ,KOZ,54
416,ADQ,ORI,50
417,ADQ,AKK,21
418,ADQ,KPY,4
419,ADQ,KKB,4
420,ADQ,KOY,4
421,ADQ,AOS,4
422,ADQ,KZB,0
423,ADQ,KPR,0
424,ADQ,KWP,0
425,ADQ,ALZ,0
426,ADU,THR,42
427,ADZ,BOG,307
428,ADZ,MDE,99
429,ADZ,CLO,75
430,ADZ,CTG,70
431,ADZ,PTY,28
432,AEA,TRW,20
433,AEB,KWE,29
434,AEB,NNG,29
435,AEB,CKG,28
436,AEB,SZX,16
437,AEB,CAN,13
438,AEB,CSX,13
439,AEB,HAK,10
440,AEB,XIY,10
441,AEB,HGH,4
442,AEB,LJG,4
443,AEG,KNO,41
444,AEH,NDJ,4
445,AEH,FYT,4
446,AEI,JCU,144
447,AEM,NEI,4
448,AEP,COR,318
449,AEP,BRC,301
450,AEP,MDZ,276
451,AEP,IGR,271
452,AEP,USH,246
453,AEP,SLA,189
454,AEP,NQN,176
455,AEP,FTE,155
456,AEP,TUC,153
457,AEP,CRD,150
458,AEP,MVD,109
459,AEP,MDQ,107
460,AEP,REL,89
461,AEP,PDP,86
462,AEP,JUJ,82
463,AEP,RGL,78
464,AEP,BHI,70
465,AEP,ROS,66
466,AEP,RES,60
467,AEP,RGA,52
468,AEP,PSS,52
469,AEP,UAQ,47
470,AER,SVO,433
471,AER,DME,364
472,AER,VKO,328
473,AER,KRR,175
474,AER,LED,122
475,AER,EVN,47
476,AER,SVX,44
477,AER,SIP,40
478,AER,ROV,29
479,AER,OVB,25
480,AER,CEK,21
481,AER,TJM,18
482,AER,ISL,17
483,AER,TLV,16
484,AER,UFA,16
485,AER,KZN,16
486,AER,IST,15
487,AER,NBC,13
488,AER,PEE,13
489,AER,MRV,13
490,AER,MSQ,12
491,AER,ASF,12
492,AES,OSL,235
493,AES,BGO,94
494,AES,TRD,36
495,AES,AMS,27
496,AES,GDN,25
497,AES,KSU,20
498,AES,KUN,8
499,AES,ALC,3
500,AES,CPH,0
501,AET,FAI,26
502,AET,HUS,12
503,AET,SVS,3
504,AET,BTT,0
505,AEX,ATL,103
506,AEX,DFW,83
507,AEX,IAH,70
508,AEY,RKV,115
509,AEY,VPN,20
510,AEY,GRY,12
511,AEY,CNP,8
512,AEY,Keflavik,0
513,AEY,THO,0
514,AFA,AEP,25
515,AFL,CGB,26
516,AFZ,THR,8
517,AGA,CMN,167
518,AGA,Orly,99
519,AGA,LGW,26
520,AGA,MAN,25
521,AGA,NTE,24
522,AGA,AMS,19
523,AGA,EUN,16
524,AGA,LYS,15
525,AGA,BRU,14
526,AGA,FRA,13
527,AGA,CRL,12
528,AGA,TLS,12
529,AGA,RBA,12
530,AGA,MUC,12
531,AGA,DUS,11
532,AGA,STN,9
533,AGA,VIE,9
534,AGA,NCE,9
535,AGA,TXL,9
536,AGA,BSL,9
537,AGA,LEJ,9
538,AGA,Bergamo,8
539,AGF,Orly,44
540,AGH,Bromma,156
541,AGH,Arlanda,84
542,AGH,SCR,4
543,AGH,RKE,2
544,AGH,OSD,1
545,AGH,VBY,0
546,AGM,KUS,48
547,AGM,SGG,8
548,AGM,KUZ,8
549,AGM,TQI,4
550,AGM,IOQ,4
551,AGN,TKE,116
552,AGN,JNU,0
553,AGP,BCN,195
554,AGP,MLN,173
555,AGP,MAD,172
556,AGP,LGW,166
557,AGP,JCU,120
558,AGP,AMS,110
559,AGP,CPH,109
560,AGP,BRU,100
561,AGP,CDG,98
562,AGP,LIS,95
563,AGP,DUB,88
564,AGP,STN,84
565,AGP,Arlanda,79
566,AGP,MAN,77
567,AGP,HEL,75
568,AGP,Fiumicino,74
569,AGP,LTN,62
570,AGP,OSL,61
571,AGP,EIN,59
572,AGP,BIO,58
573,AGP,IST,57
574,AGP,BRS,56
575,AGR,JAI,17
576,AGR,HJR,0
577,AGR,VNS,0
578,AGR,BLR,0
579,AGS,ATL,207
580,AGS,CLT,157
581,AGS,DFW,29
582,AGS,DCA,24
583,AGS,LGA,0
584,AGS,PHL,0
585,AGS,ORD,0
586,AGS,MIA,0
587,AGS,BOS,0
588,AGT,ASU,88
589,AGU,MEX,189
590,AGU,TIJ,62
591,AGU,DFW,58
592,AGU,IAH,58
593,AGU,PVR,29
594,AGU,CUN,21
595,AGU,LAX,13
596,AGU,MDW,13
597,AGU,MTY,12
598,AGX,COK,29
599,AHB,RUH,471
600,AHB,JED,298
601,AHB,DMM,158
602,AHB,CAI,29
603,AHB,Sharjah,29
604,AHB,MED,24
605,AHB,DXB,20
606,AHB,TIF,17
607,AHB,TUU,13
608,AHB,KWI,11
609,AHB,KRT,8
610,AHE,XMH,8
611,AHE,PPT,4
612,AHE,AXR,0
613,AHJ,LXA,13
614,AHJ,CTU,13
615,AHO,Fiumicino,87
616,AHO,Linate,58
617,AHO,Bergamo,21
618,AHO,BLQ,21
619,AHO,Girona,13
620,AHO,PSA,12
621,AHO,BTS,9
622,AHO,LTN,9
623,AHO,TRN,8
624,AHO,OTP,4
625,AHO,BUD,0
626,AHO,NAP,0
627,AHO,HHN,0
628,AHO,VRN,0
629,AHO,GOA,0
630,AHO,VIE,0
631,AHO,AMS,0
632,AHO,MAD,0
633,AHO,TXL,0
634,AHO,Malpensa,0
635,AHO,CRL,0
636,AHO,STR,0
637,AHU,TTU,8
638,AHU,CMN,8
639,AHU,TNG,8
640,AHU,RTM,6
641,AHU,AMS,0
642,AHU,CRL,0
643,AHU,BRU,0
644,AIA,DEN,49
645,AIN,BRW,72
646,AIN,ATK,7
647,AIP,DEL,29
648,AIR,CGB,33
649,AIR,JIA,0
650,AIS,TBF,4
651,AIT,RAR,88
652,AJA,Orly,91
653,AJA,MRS,87
654,AJA,NCE,76
655,AJA,LYS,15
656,AJA,TLS,9
657,AJA,CDG,0
658,AJA,BOD,0
659,AJA,Pyrenees,0
660,AJA,BRU,0
661,AJA,RNS,0
662,AJA,GVA,0
663,AJA,Fiumicino,0
664,AJA,LGW,0
665,AJA,LUX,0
666,AJA,SXB,0
667,AJA,CFE,0
668,AJA,NTE,0
669,AJA,YUL,0
670,AJA,OSL,0
671,AJA,BSL,0
672,AJA,BES,0
673,AJA,PIS,0
674,AJF,RUH,112
675,AJF,JED,38
676,AJF,CAI,24
677,AJF,Sharjah,13
678,AJI,IST,29
679,AJI,ESB,29
680,AJI,Sabiha,10
681,AJI,ADB,9
682,AJK,MHD,9
683,AJK,PGU,4
684,AJL,CCU,53
685,AJL,GAU,30
686,AJL,IMF,16
687,AJL,IXA,1
688,AJN,HAH,95
689,AJN,DZA,41
690,AJN,NWA,12
691,AJR,Arlanda,53
692,AJR,GEV,48
693,AJU,GRU,127
694,AJU,REC,97
695,AJU,GIG,47
696,AJU,CGH,39
697,AJU,BSB,27
698,AJU,SSA,23
699,AJU,VCP,5
700,AJU,CNF,1
701,AJY,ZND,9
702,AJY,NIM,4
703,AKF,BEN,9
704,AKI,TLT,108
705,AKI,KKI,29
706,AKJ,HND,290
707,AKJ,NGO,29
708,AKJ,TPE,13
709,AKJ,ITM,0
710,AKK,ADQ,21
711,AKL,CHC,687
712,AKL,WLG,668
713,AKL,SYD,395
714,AKL,ZQN,360
715,AKL,NPE,323
716,AKL,MEL,296
717,AKL,NSN,292
718,AKL,PMR,277
719,AKL,TRG,233
720,AKL,NPL,209
721,AKL,BNE,209
722,AKL,KKE,137
723,AKL,GIS,135
724,AKL,BHE,133
725,AKL,DUD,131
726,AKL,WRE,107
727,AKL,ROT,88
728,AKL,LAX,87
729,AKL,SIN,87
730,AKL,WHK,84
731,AKL,HKG,82
732,AKL,OOL,81
733,AKN,DLG,58
734,AKN,IGG,20
735,AKN,ANC,0
736,AKP,FAI,69
737,AKR,LOS,29
738,AKR,ABV,24
739,AKS,HIR,41
740,AKU,URC,287
741,AKU,CGO,70
742,AKU,YIN,48
743,AKU,KRY,44
744,AKU,XIY,39
745,AKU,KHG,29
746,AKU,Shache,29
747,AKU,HTN,29
748,AKU,CKG,28
749,AKU,CTU,27
750,AKU,LHW,27
751,AKU,BPL,26
752,AKU,KRL,23
753,AKU,KCA,20
754,AKU,SHF,13
755,AKU,TWC,12
756,AKU,TCG,6
757,AKV,YIK,30
758,AKV,YPX,30
759,AKX,TSE,103
760,AKX,ALA,44
761,AKX,SCO,29
762,AKX,GUW,29
763,AKX,SVO,17
764,AKY,RGN,239
765,AKY,KYP,28
766,AKY,SNW,8
767,AKY,VBA,4
768,ALA,TSE,452
769,ALA,CIT,106
770,ALA,TAS,71
771,ALA,GUW,70
772,ALA,SCO,68
773,ALA,SVO,67
774,ALA,DXB,58
775,ALA,IST,58
776,ALA,DME,58
777,ALA,Ust-Kamenogorsk,58
778,ALA,DEL,57
779,ALA,Aktyubinsk,44
780,ALA,FRU,40
781,ALA,DYU,33
782,ALA,ICN,29
783,ALA,URC,29
784,ALA,KGF,29
785,ALA,BKK,29
786,ALA,OVB,29
787,ALA,KZO,28
788,ALA,KBP,25
789,ALA,LED,21
790,ALB,ORD,183
791,ALB,DCA,135
792,ALB,PHL,135
793,ALB,EWR,131
794,ALB,BWI,113
795,ALB,MCO,108
796,ALB,CLT,99
797,ALB,DTW,97
798,ALB,IAD,85
799,ALB,ATL,79
800,ALB,FLL,57
801,ALB,MDW,49
802,ALB,TPA,38
803,ALB,RSW,17
804,ALB,SFB,15
805,ALB,PIE,15
806,ALB,PGD,12
807,ALB,MYR,0
808,ALB,RDU,0
809,ALB,MSP,0
810,ALB,DEN,0
811,ALC,MAD,164
812,ALC,LGW,147
813,ALC,BCN,124
814,ALC,MAN,113
815,ALC,PMI,103
816,ALC,AMS,79
817,ALC,BRU,78
818,ALC,OSL,69
819,ALC,BRS,61
820,ALC,STN,61
821,ALC,ORN,58
822,ALC,NCL,58
823,ALC,EIN,56
824,ALC,LTN,55
825,ALC,ALG,55
826,ALC,BHX,54
827,ALC,LPL,54
828,ALC,EMA,51
829,ALC,LBA,51
830,ALC,Arlanda,49
831,ALC,Orly,43
832,ALC,Southend,42
833,ALF,TOS,116
834,ALF,OSL,49
835,ALF,VDS,24
836,ALF,KKN,20
837,ALF,SOJ,20
838,ALF,HFT,8
839,ALG,CDG,276
840,ALG,ORN,167
841,ALG,CZL,164
842,ALG,AAE,158
843,ALG,IST,138
844,ALG,Orly,121
845,ALG,MRS,107
846,ALG,BCN,100
847,ALG,TUN,81
848,ALG,Fiumicino,75
849,ALG,HME,63
850,ALG,GJL,58
851,ALG,ALC,55
852,ALG,LYS,53
853,ALG,AZR,50
854,ALG,MAD,49
855,ALG,OGX,48
856,ALG,DXB,45
857,ALG,FRA,44
858,ALG,CMN,44
859,ALG,BSK,42
860,ALG,CAI,41
861,ALH,PER,94
862,ALO,ORD,56
863,ALS,DEN,103
864,ALW,SEA,58
865,ALZ,ADQ,4
866,ALZ,KMY,0
867,AMA,DFW,180
868,AMA,DAL,102
869,AMA,IAH,67
870,AMA,DEN,52
871,AMA,LAS,29
872,AMA,HOU,4
873,AMD,DEL,652
874,AMD,BOM,426
875,AMD,BLR,228
876,AMD,MAA,182
877,AMD,PNQ,169
878,AMD,CCU,135
879,AMD,HYD,125
880,AMD,JAI,118
881,AMD,IDR,112
882,AMD,GOI,108
883,AMD,DXB,103
884,AMD,LKO,83
885,AMD,IXC,79
886,AMD,VNS,75
887,AMD,KWI,63
888,AMD,AUH,58
889,AMD,ISK,54
890,AMD,JSA,50
891,AMD,BKK,46
892,AMD,IXU,42
893,AMD,JDH,41
894,AMD,COK,29
895,AMH,ADD,21
896,AMH,BCO,8
897,AMM,CAI,233
898,AMM,DXB,199
899,AMM,JED,181
900,AMM,KWI,157
901,AMM,RUH,148
902,AMM,DOH,137
903,AMM,BGW,108
904,AMM,BEY,108
905,AMM,IST,103
906,AMM,TLV,73
907,AMM,Sharjah,67
908,AMM,AUH,66
909,AMM,BAH,58
910,AMM,CDG,54
911,AMM,LHR,53
912,AMM,AQJ,51
913,AMM,FRA,50
914,AMM,EBL,49
915,AMM,MED,44
916,AMM,HBE,39
917,AMM,DMM,34
918,AMM,ESB,29
919,AMQ,UPG,133
920,AMQ,SOQ,75
921,AMQ,LUV,58
922,AMQ,CGK,47
923,AMQ,SXK,46
924,AMQ,NAM,29
925,AMQ,SUB,29
926,AMQ,NBX,29
927,AMQ,NRE,29
928,AMQ,JIO,29
929,AMQ,DOB,29
930,AMQ,HLP,29
931,AMQ,TTE,25
932,AMQ,SQN,17
933,AMQ,MDC,16
934,AMQ,DPS,9
935,AMS,LHR,530
936,AMS,LCY,389
937,AMS,MAN,345
938,AMS,DUB,340
939,AMS,CPH,338
940,AMS,CDG,335
941,AMS,MUC,326
942,AMS,FRA,320
943,AMS,BCN,307
944,AMS,LGW,296
945,AMS,BHX,295
946,AMS,ZRH,294
947,AMS,MAD,252
948,AMS,VIE,248
949,AMS,GVA,241
950,AMS,Fiumicino,239
951,AMS,Arlanda,234
952,AMS,LTN,231
953,AMS,Malpensa,222
954,AMS,OSL,214
955,AMS,PRG,206
956,AMS,LIS,204
957,ANA,WIL,261
958,ANA,ASV,29
959,ANA,MBA,29
960,ANA,UKA,29
961,ANA,KIS,29
962,ANA,MYD,29
963,ANA,NYK,0
964,ANA,LOY,0
965,ANA,UAS,0
966,ANC,SEA,423
967,ANC,ENA,237
968,ANC,FAI,219
969,ANC,ILI,174
970,ANC,ADQ,135
971,ANC,BET,124
972,ANC,HOM,115
973,ANC,JNU,111
974,ANC,OTZ,69
975,ANC,AKN,58
976,ANC,SCC,58
977,ANC,PDX,58
978,ANC,DUT,58
979,ANC,VDZ,49
980,ANC,OME,33
981,ANC,DEN,29
982,ANC,ANI,29
983,ANC,UNK,29
984,ANC,LAX,29
985,ANC,CDV,29
986,ANC,HNL,29
987,ANC,DLG,25
988,ANF,SCL,518
989,ANF,LSC,64
990,ANF,CCP,24
991,ANF,ARI,17
992,ANF,LIM,17
993,ANF,PMC,8
994,ANF,ZCO,8
995,ANI,KLG,154
996,ANI,HCR,54
997,ANI,SHX,29
998,ANI,CHU,25
999,ANI,ANC,23
1000,ANI,KSM,5
1001,ANI,RSH,0
1002,ANI,SRV,0
1003,ANI,SLQ,0
1004,ANR,ALC,16
1005,ANR,AGP,13
1006,ANR,NDR,13
1007,ANR,RMU,9
1008,ANR,INN,8
1009,ANR,TNG,8
1010,ANR,PMI,0
1011,ANR,LUZ,0
1012,ANR,IBZ,0
1013,ANR,LCY,0
1014,ANR,SPU,0
1015,ANR,NBE,0
1016,ANU,MNI,87
1017,ANU,SXM,81
1018,ANU,EIS,71
1019,ANU,SKB,67
1020,ANU,SBH,62
1021,ANU,DOM,58
1022,ANU,MIA,57
1023,ANU,LGW,46
1024,ANU,BGI,45
1025,ANU,SJU,45
1026,ANU,JFK,42
1027,ANU,YYZ,38
1028,ANU,POS,37
1029,ANU,SLU,29
1030,ANU,PTP,13
1031,ANU,EWR,13
1032,ANU,STT,12
1033,ANU,KIN,8
1034,ANU,PLS,8
1035,ANU,TAB,8
1036,ANU,ATL,5
1037,ANU,CLT,5
1038,ANV,KGX,54
1039,ANV,HCR,29
1040,ANX,BOO,53
1041,ANX,TOS,49
1042,ANX,EVE,20
1043,ANX,OSL,0
1044,AOE,OST,4
1045,AOE,BRU,0
1046,AOE,DUS,0
1047,AOG,PKX,29
1048,AOG,PVG,29
1049,AOG,CAN,16
1050,AOG,NKG,14
1051,AOG,CTU,12
1052,AOG,PEK,0
1053,AOI,MUC,73
1054,AOI,STN,17
1055,AOI,TIA,13
1056,AOI,LGW,9
1057,AOI,CRL,9
1058,AOI,PMO,9
1059,AOI,CTA,8
1060,AOI,Sardinia,0
1061,AOI,Sardinia,0
1062,AOI,Orly,0
1063,AOI,Weeze,0
1064,AOJ,HND,174
1065,AOJ,ITM,174
1066,AOJ,CTS,145
1067,AOJ,NKM,87
1068,AOJ,TPE,21
1069,AOJ,ICN,12
1070,AOJ,UKB,0
1071,AOK,ATH,26
1072,AOK,RHO,13
1073,AOK,KSJ,13
1074,AOK,VCE,0
1075,AOK,VIE,0
1076,AOK,KGS,0
1077,AOK,Malpensa,0
1078,AOK,JTR,0
1079,AOK,VRN,0
1080,AOK,BLQ,0
1081,AOK,Bergamo,0
1082,AOK,PRG,0
1083,AOK,Fiumicino,0
1084,AOO,PIT,78
1085,AOO,BWI,29
1086,AOQ,JUV,4
1087,AOR,SZB,240
1088,AOR,KUL,186
1089,AOR,JHB,19
1090,AOS,KZB,4
1091,AOS,ADQ,0
1092,APC,HHR,0
1093,APK,PPT,4
1094,APK,AXR,4
1095,APK,RGI,0
1096,APL,MPM,65
1097,APL,BEW,39
1098,APL,POL,25
1099,APL,TET,25
1100,APL,JNB,20
1101,APL,VXC,17
1102,APL,NBO,16
1103,APL,UEL,8
1104,APL,MNC,4
1105,APL,LLW,0
1106,APN,DTW,29
1107,APN,PLN,21
1108,APO,EOH,215
1109,APO,BOG,20
1110,APO,UIB,13
1111,APW,AKL,53
1112,APW,BNE,17
1113,APW,NAN,15
1114,APW,SYD,15
1115,APW,HNL,4
1116,APW,VAV,0
1117,APX,CWB,12
1118,AQA,VCP,20
1119,AQG,YNT,29
1120,AQG,SZX,29
1121,AQG,HAK,28
1122,AQG,PEK,28
1123,AQG,KMG,23
1124,AQG,XMN,16
1125,AQG,XIY,16
1126,AQG,NGB,14
1127,AQG,CAN,12
1128,AQG,FOC,12
1129,AQG,HRB,12
1130,AQG,TAO,9
1131,AQG,SHA,0
1132,AQG,KWL,0
1133,AQI,RUH,70
1134,AQI,JED,21
1135,AQI,DMM,8
1136,AQJ,AMM,52
1137,AQJ,IST,12
1138,AQJ,GVA,9
1139,AQJ,LGW,9
